X,Y,OBJECTID,LOCATION_NAME,ADDRESS,RACK_OWNER,RACKS_INSTALLED,RACK_TYPE,TOTAL_CAPACITY,COVERED,NEARBY_LIGHTING,WARD,EXTERNAL_,LATITUDE,LONGITUDE
587672.2753,4790328.3093,1,McMaster University - John Hodgins Engineering Building - SE ,,Private ,1,Multi-Ring,48,No,Yes,1,Yes,43.260672,-79.91984
587671.997,4790370.7,2,McMaster University - John Hodgins Engineering Building - NE Corner,,School,1,Multi-Ring,56,No,Yes,1,Yes,43.261047,-79.9198
587710.0969,4790177.4547,3,McMaster University - Communications Research Laboratory - North,,School,1,Multi-Ring,8,No,No,1,Yes,,
591965.8061,4790514.2185,4,Studios at Hotel Hamilton,195 James St,ROW,2,Hammer Hoop,4,,Yes,2,Yes,,
597313.2088,4775051.4681,5,Hamilton Public Library - Binbrook Branch,"2641 Hamilton Regional Rd 56, Binbrook",Municipal,1,Hammer Hoop,6,No,Yes,11,Yes,43.12183,-79.8034
594530.8425,4775809.0004,6,Binbrook,"4280 Binbrook Rd, Binbrook",Municipal,1,Multi-Ring,8,,,11,Yes,43.12912,-79.8378
584827.7255,4790813.4577,7,HPL: Dundas Branch,18 Ogilvie St,Municipal,1,Multi-Ring,8,No,Yes,13,Yes,,
588992.0446,4790576.2418,8,Hamilton Public Library (Westdale Branch),"955 King St W, Hamilton",Municipal,1,Hammer Hoop,8,No,Yes,1,Yes,43.262775,-79.90348
592452.878,4789812.1414,9,Goodwill Career Centre,"King William and Ferguson
225 King William St",Private ,1,Multi-Ring,6,No,Yes,2,Yes,43.255447,-79.861
592311.5543,4789781.5938,10,Social Planning and Research Council of Hamilton ,Walnut and King William,Private ,1,Multi-Ring,6,No,Yes,2,Yes,43.255244,-79.86277
592159.4683,4789547.3563,11,"Anthony Markowski, Practice of Dentistry","Main and Walnut
134 Jackson St E",Private ,1,Hammer Hoop,2,No,Yes,2,Yes,43.253103,-79.86483
592781.2339,4790067.837,12,Shoppers Drug Mart,"232 Cannon Street East, Cannon and Wellington",Private ,1,Multi-Ring,4,No,Yes,3,Yes,43.257736,-79.85695
596241.5656,4789490.2651,13,Walmart,Ottawa and Barton St E,Private,1,Multi-Ring,8,No,Yes,4,Yes,43.252075,-79.81439
595421.1621,4788577.0397,14,Pizza Pizza,King E and Belmont,Private ,1,Multi-Ring,6,No,Yes,3,Yes,43.243903,-79.82454
595871.3509,4788660.2955,15,Tim Hortons,Ottawa and Dunsmere,Private ,1,Hammer Hoop,6,No,Yes,3,Yes,43.244656,-79.81907
592701.73,4789432.0321,16,Canadian Tire,304 Main Street East,Private,1,Multi-Ring,6,No,Yes,3,Yes,43.251967,-79.85787
593204.972,4789257.4994,17,Apartment,460 main e,Private,1,Multi-Ring,8,No,Yes,3,Yes,43.250361,-79.85183
593365.9569,4789281.7462,18,Tim Hortons,503 Main Street East,Private,1,Multi-Ring,6,No,Yes,3,Yes,43.250575,-79.84976
594377.8874,4788872.2791,19,Big Bee Food Mart and Subway,810 Main Street East,Private ,1,Multi-Ring,10,No,No,3,Yes,43.246747,-79.83745
594964.4152,4788690.1186,20,Connaught Fish & Chips,976 Main Street East,Private ,1,Multi-Ring,6,No,Yes,3,Yes,43.244881,-79.83003
594978.7134,4788701.1601,21,Gage Market,961 Main Street East,Private ,1,Multi-Ring,6,No,Yes,3,Yes,43.245131,-79.83008
595343.3188,4788649.8861,22,McDonald's,1268 King Street East,Private ,1,Multi-Ring,8,No,Yes,3,Yes,43.244597,-79.82571
594606.372,4784884.1744,23,Tim Hortons,969 Upper Ottawa Street,Private ,1,Multi-Ring,6,No,Yes,6,Yes,43.211,-79.835
591938.5905,4790426.3193,24,History and Heritage,165 James Street North,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.26101,-79.8672
591982.5678,4790570.9357,25,Five Star Cafe‚,225 James Street North,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.26229,-79.8665
592276.192,4789849.8347,26,Across from Hamilton Police Headquarters,140 King William Street,ROW,1,Advertising Rack,4,No,Yes,2,Yes,43.255808,-79.86317
591880.3376,4790016.3577,27,Opposite Lister Annex,25 King William St,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.257211,-79.86799
591892.8666,4790020.4516,28,Rust City Brewery,23 King William Street,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.257344,-79.86824
591849.3912,4790029.4516,29,Opposite Wendel Clark's Classic Bar and Grill,28 James St N,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.257444,-79.86831
591889.0638,4789907.494,30,Tim Hortons,"35 King St E, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.256433,-79.86813
591919.3367,4789894.7122,31,LiUNA Tower,"53 King St E, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.256408,-79.86766
591980.1868,4789866.8168,32,Super Convenience,"73 King St E, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.255958,-79.86695
592024.6705,4789848.8399,33,Coffee Culture,"89 King St E, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.256031,-79.86622
592371.6878,4789700.4695,34,Skyway Cigar Store,"243 King St E, Hamilton",ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25435,-79.862
592394.3749,4789708.3262,35,Tsunami Bikes,"245 King Street East, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.2545,-79.86162
592469.9073,4789657.948,36,Zoran Designs Jewellery,"285 King Street East, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.253961,-79.86091
592576.111,4789613.2505,37,Salvation Army,"333 King St E, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.253653,-79.8596
592549.5743,4789612.0491,38,Groom for Men,"316 King St E, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.253622,-79.85986
592528.5059,4789624.3442,39,Caf‚ Oranje,"312 King Street East, Hamilton",ROW,1,Advertising Rack,4,No,Yes,2,Yes,43.253747,-79.8601
592483.6292,4789640.727,40,Denninger's Foods of the World,"284 King St E, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.2539,-79.86065
592017.9264,4789826.2085,41,,"92 King Street East, Hamilton",ROW,1,Hammer Hoop,2,No,,2,Yes,43.256125,-79.86639
592222.5569,4789761.5757,42,Bent Hair,"177 King Street East, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.255019,-79.86406
592273.3675,4789738.1348,43,The Letter Box,"201 King Street East, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.254917,-79.86354
592368.316,4789682.4733,44,Ferguson Station,"244 King Street East, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.254289,-79.86218
592373.5841,4789648.9744,45,Ferguson Station,"244 King Street East, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.254019,-79.86211
592294.6895,4789623.9372,46,Dollorama,"171 Main Street East, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.253772,-79.86298
592283.4113,4789627.7257,47,Dollorama,"171 Main Street East, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.253786,-79.86307
592023.5778,4789696.4039,48,Sapporo Plaza,"96 Main Street East, Hamilton",ROW,1,Multi-Ring,5,No,Yes,2,Yes,43.254397,-79.86633
591941.998,4789727.1353,49,Provincial Offences Office,"50 Main Street East, Hamilton",ROW,1,Multi-Ring,5,No,Yes,2,Yes,43.254836,-79.86761
591754.5196,4790213.4903,50,Parking garage,"28 York Blvd, Hamilton",ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.259131,-79.86957
591740.4919,4790227.4719,51,Coppley Noyes & Randall Wholesale Clothing - ,"56 York Blvd, Hamilton",ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.259283,-79.86966
591728.8701,4790222.1076,52,Coppley Noyes & Randall Wholesale Clothing - ,"56 York Blvd, Hamilton",ROW,1,Hammer Hoop,6,No,Yes,2,Yes,43.259283,-79.86991
591511.1079,4790294.881,53,7 Eleven,"114 York Boulevard, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.259908,-79.87252
591199.5746,4790521.833,54,Allegra,"255 York Blvd, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.261989,-79.87632
591573.2669,4790260.6199,55,First Ontario Centre,"101 York Boulevard, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.259592,-79.87176
591536.9567,4790287.2337,56,Salvation Army,"101 York Boulevard, Hamilton",ROW,1,Hammer Hoop,10,No,Yes,2,Yes,43.259711,-79.87194
585159.61,4790051.5759,57,Dundana Elementary,23 Dundana Avenue,School,1,Multi-Ring,18,No,Yes,13,Yes,,
592017.3778,4789922.0589,58,Bike Hounds,19 John St,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.256517,-79.86629
591950.0502,4789659.1994,59,Mayday Payday Loans/Hammer Town Subs,61 John St S,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.254,-79.867
593136.2679,4790417.9627,60,1-876 Bar and Grill,"306 Barton Street East, Hamilton",ROW,1,Hammer Hoop,4,No,Yes,3,Yes,43.260817,-79.85248
593559.7758,4790259.2862,61,,"414 Barton St E, Hamilton",ROW,1,Hammer Hoop,4,No,Yes,3,Yes,43.259336,-79.84729
591529.102,4790525.6042,62,Tim Hortons,133 Bay Street North,ROW,1,Advertising Rack,4,No,Yes,2,Yes,43.261983,-79.87226
592076.6458,4790354.8585,63,Giant Tiger,33 Cannon St,ROW,2,Hammer Hoop,4,No,Yes,2,Yes,,
593235.7455,4790386.0062,64,Tiger Group Studio Gallery,"335 Barton E, Hamilton",ROW,1,Advertising Rack,4,No,Yes,3,Yes,43.260517,-79.85126
593271.8303,4790362.8474,65,Corner of Emerald and Barton,256 Emerald Street North,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.260222,-79.85046
594059.645,4790108.1389,66,Hamilton Public Library - Barton Branch,"571 Barton St E, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.257956,-79.84121
594060.1891,4790110.0369,67,Hamilton Public Library - Barton Branch,"571 Barton St E, Hamilton",Municipal,1,Multi-Ring,8,No,Yes,3,Yes,43.257911,-79.84115
593986.114,4790132.2204,68,Hamilton School of Careers,"553 Barton St E, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.258139,-79.84206
594489.3329,4790032.975,69,Playhouse,177 Sherman Avenue North,ROW,2,Hammer Hoop,4,No,Yes,3,Yes,43.257103,-79.8358
594811.905,4789851.5341,70,Ranalli Travel Agency,"765 Barton St E, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.25545,-79.83199
594827.5298,4789847.2628,71,769 Barton Street,"769 Barton St E, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.255392,-79.83175
592490.97,4790233.8581,72,Good Shepard Venture Centre ,"155 Cannon Street East, Hamilton",ROW,1,Advertising Rack,4,No,,2,Yes,43.259239,-79.86046
593358.0161,4789931.8974,73,Store,400 Cannon Street E,ROW,1,Hammer Hoop,4,No,Yes,3,Yes,43.25648,-79.85004
595829.7646,4789549.9911,74,Flea Market,"1015 Barton Street East, Hamilton",ROW,1,Advertising Rack,4,No,Yes,3,Yes,43.252714,-79.81941
596166.6996,4789402.3362,75,Centre on Barton,"1111 Barton Street East, Hamilton",ROW,1,Hammer Hoop,4,No,Yes,4,Yes,43.251333,-79.81531
596087.1505,4789386.2195,76,Out of the Basement Collectibles and Antiques,335 Ottawa Street North,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.251158,-79.81631
596076.3737,4789354.5675,77,Fabric Fabric,317 Ottawa Street North,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.250892,-79.81629
596014.7862,4789089.5909,78,212-214 Ottawa Street Storefront,212 Ottawa Street North,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.248317,-79.81732
595986.7795,4789033.8375,79,Puravida,193 Ottawa Street North,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.248014,-79.81768
595962.2298,4788988.5454,80,The Cannon,179 Ottawa Street North,ROW,1,Hammer Hoop,6,No,Yes,3,Yes,43.247625,-79.81795
595937.7568,4788856.5631,81,Antique Detective,137 Ottawa Street North,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.246436,-79.81821
580754.7767,4785204.6255,82,Ancaster Aquatic Centre,"47 Meadowbrook Drive, Ancaster",,1,Multi-Ring,14,No,Yes,12,Yes,43.215308,-80.00577
580742.6076,4785203.2591,83,Ancaster Aquatic Centre,"47 Meadowbrook Drive, Ancaster",Municipal,1,Multi-Ring,8,No,Yes,12,Yes,43.215297,-80.00592
580558.3251,4785467.0828,84,Morgan Firestone Arena,"385 Jerseyville Road West, Ancaster",,1,Multi-Ring,8,No,Yes,12,Yes,43.217692,-80.00815
594675.3361,4790109.7394,85,Lucy Day Park,33 Clinton Street,Park,5,Hammer Hoop,10,No,No,3,Yes,43.257781,-79.83355
595588.4664,4789254.5732,86,Belview Park,205 Belmont Avenue,Park,1,Hammer Hoop,8,No,Yes,3,Yes,43.250003,-79.82245
595562.667,4789258.4074,87,Belview Park,205 Belmont Avenue,Park,1,Hammer Hoop,16,No,Yes,3,Yes,43.250053,-79.82281
595095.5288,4785983.2087,88,Huntington Park Recreation Centre,87 Brentwood Drive,Municipal,1,Multi-Ring,8,No,Yes,6,Yes,43.221,-79.829
595331.0973,4783782.656,89,Trenholme Park Nadir Giuseppe (Joe) Perin Bocce Court,135 Trenholme Crescent,Park,1,Multi-Ring,8,No,Yes,6,Yes,43.200806,-79.82659
591909.0615,4789021.6918,90,Woolverton Park,90 Charlton Avenue East,Park,1,Hammer Hoop,10,No,Yes,2,Yes,43.248361,-79.8679
592571.3398,4787792.8554,91,Inch Park Arena,400 Queensdale Avenue East,Municipal,5,Hammer Hoop,10,No,Yes,7,Yes,43.237253,-79.85988
590548.5854,4790700.7182,92,Victoria Park Outdoor Pool,"500 King Street West, Hamilton",Municipal,1,Hammer Hoop,12,No,Yes,1,Yes,43.263678,-79.88431
590555.2879,4790624.2773,93,Victoria Park Community Garden,,Municipal,1,Hammer Hoop,6,No,Yes,1,Yes,43.262989,-79.88424
588179.4127,4790079.3112,94,Dalewood Recreation Centre,"1150 Main Street West, Hamilton",Municipal,1,Multi-Ring,12,No,Yes,1,Yes,43.258172,-79.91384
589544.0704,4790772.4662,95,Coronation Arena and Pool,81 Macklin Street North,Municipal,1,Multi-Ring,14,No,Yes,1,Yes,43.264494,-79.89671
591334.924,4790003.3893,96,Villiage Atrium/Hamilton Public Library Workplace Child Centre,10 George Street,Municipal,1,Hammer Hoop,2,No,Yes,2,Yes,43.257225,-79.87463
591306.8737,4790013.6339,97,Villiage Atrium/Hamilton Public Library Workplace Child Centre,10 George Street,Municipal,1,Hammer Hoop,2,No,Yes,2,Yes,43.257389,-79.87512
592438.9411,4791490.1899,98,Bennetto Community Centre,450 Hughson Street North,Municipal,1,Multi-Ring,8,No,Yes,2,Yes,43.270556,-79.86089
591609.7685,4791302.5999,99,Bayfront Park,200 Harbour Front Drive,Park,5,Hammer Hoop,10,No,Yes,2,Yes,43.269,-79.871
592417.6191,4790016.595,100,Beasley Community Centre,"145 Wilson Street, Hamilton",Municipal,2,Multi-Ring,14,No,Yes,2,Yes,43.257292,-79.8614
592589.0898,4789170.7617,101,Central Memorial Recreation Centre,"93 West Avenue South, Hamilton",Municipal,1,Multi-Ring,14,No,No,2,Yes,43.249656,-79.85943
592597.7756,4789188.7633,102,Central Memorial Recreation Centre,"93 West Avenue South, Hamilton",Municipal,1,Multi-Ring,8,No,Yes,2,Yes,43.249817,-79.85932
592542.4951,4789074.7126,103,Carter Park,32 Stinson Street,Park,1,Multi-Ring,16,No,Yes,2,Yes,43.248797,-79.86002
587939.5143,4789522.0085,104,Stroud Park,145 Stroud Road,Park,1,Multi-Ring,8,No,No,1,Yes,43.253375,-79.91664
589699.3021,4788750.5286,105,Bottom of Dundurn Stairs,534 Dundurn Street South,Municipal,1,Advertising Rack,4,No,Yes,1,Yes,43.246222,-79.89509
601932.6845,4786262.7047,106,Hamilton Public Library (Saltfleet Branch),"131 Gray Road, Stoney Creek",Municipal,1,Multi-Ring,6,No,Yes,5,Yes,43.2223,-79.74481
590378.9688,4786985.1815,107,Hamilton Public Library (Terryberry Branch),100 Mohawk Road West,Municipal,1,Multi-Ring,10,No,Yes,8,Yes,43.230478,-79.8871
588417.502,4779231.2512,108,Hamilton Public Library - Mount Hope,"3027 Homestead Drive, Mount Hope",Municipal,1,Multi-Ring,4,No,Yes,11,Yes,43.16067,-79.9124
591754.7607,4789577.844,109,Hamilton Go Centre,36 Hunter St E.,,1,Multi-Ring,14,No,Yes,2,Yes,,
592995.7145,4788286.7638,110,East Uptown Yoga,489 Concession Street,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,,
593202.8801,4786155.6947,111,Walmart,Mohawk Rd E and Upper Sherman,Private ,1,Multi-Ring,10,Yes,Yes,7,Yes,43.222,-79.852
593144.9847,4786171.8951,112,Walmart,Mohawk Rd E and Upper Sherman,Private ,1,Multi-Ring,14,Yes,Yes,7,Yes,43.223,-79.853
592436.1872,4786027.7029,113,Scotiabank,859 Upper Wentworth St,Private ,1,Multi-Ring,4,No,Yes,7,Yes,43.221378,-79.86184
592386.3403,4785592.0828,114,Limeridge Mall,limeridge area,Private ,1,Multi-Ring,4,No,Yes,7,Yes,43.218464,-79.86197
592389.2285,4785595.8276,115,Sport Check,limeridge mall,Private ,1,Hammer Hoop,4,No,Yes,7,Yes,43.217478,-79.86254
590340.2692,4789380.1595,116,Locke St. Library,285 Locke St. S,ROW,1,Hammer Hoop,6,,,1,Yes,,
594293.3592,4786693.034,117,Dollarama,Fennell E and Upper Gage,Private ,1,Multi-Ring,8,Yes,Yes,6,Yes,43.228,-79.839
594353.0899,4786859.488,118,Shoppers Drug Mart,Fennell East and Upper Gage,Private ,1,Multi-Ring,4,Yes,Yes,6,Yes,43.229,-79.838
594359.0995,4786884.7451,119,Beer Store,Fennell E and Upper Gage,Private ,1,Multi-Ring,6,No,Yes,6,Yes,43.229,-79.838
594254.5492,4786824.4391,120,Cooler's Sports Bar ,Fennell E and Upper Gage,Private ,1,Multi-Ring,7,Yes,Yes,7,Yes,43.228,-79.839
593641.291,4787434.323,121,First Ontario Credit Union,upper sherman,Private ,1,Hammer Hoop,4,No,Yes,7,Yes,43.233897,-79.84668
592783.3045,4787162.9839,122,Value Village,Fennell E and Upper Wentworth,Private ,1,Multi-Ring,6,Yes,Yes,7,Yes,43.232,-79.858
592705.4764,4787068.6995,123,Boutique Fit Women's Gym and Nutri Bar Cafe,635 Upper Wentworth Street ,Private ,1,Multi-Ring,8,No,Yes,7,Yes,43.231,-79.858
590759.6802,4790897.5153,124,Albanese Branding,435 York Blvd,Private,1,Hammer Hoop,2,,,1,Yes,43.265356,-79.88161
590562.0638,4790131.3421,125,RBC - Ring & Post,65 Locke St,ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.258228,-79.88431
594599.1283,4790363.7657,126,Cotton Factory,270 Sherman Avenue North,ROW,1,Hammer Hoop,6,No,Yes,3,Yes,,
585893.7948,4790237.7175,127,J.C.'s Convenience,10 Osler Court,ROW,1,Hammer Hoop,2,No,Yes,13,Yes,,
595861.3166,4788532.8172,128,Hamilton Regional Indigenous Centre,34 Ottawa Street North,ROW,1,Hammer Hoop,8,No,Yes,4,Yes,,
591754.1671,4789771.6453,129,Hamilton Club,6 Main Street East,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,,
594687.4405,4788805.8997,130,,895 Main Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,,
593328.0248,4790359.9036,131,Motel,359 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,,
591191.7059,4788040.2293,132,Big Bonus Convenience,601 Upper James Street,ROW,1,Hammer Hoop,2,No,Yes,8,Yes,,
584611.806,4790811.1062,133,Spencer Creek Centre,60 Hatt St,ROW,1,Hammer Hoop,2,No,Yes,13,Yes,,
590989.4679,4788268.6473,134,T. Melville Bailey Park,,Park,1,Multi-Ring,6,No,Yes,8,Yes,,
601817.3239,4786396.6783,135,Store,146 Hamilton Regional Rd 8,Private,1,Hammer Hoop,2,No,Yes,5,Yes,43.223508,-79.74631
591545.3857,4786547.798,136,Apartment,150 Mohawk,Private ,1,Multi-Ring,8,No,Yes,8,Yes,43.226169,-79.87272
597498.8592,4775340.9758,137,Shopping Centre,"2501 Regional Road 56, Binbrook",Private,1,Multi-Ring,10,No,Yes,11,Yes,43.12453,-79.8014
597433.8221,4775418.0007,138,Binbrook Gym,"2501 Hamilton Regional Road 56, Binbrook",Private,1,Multi-Ring,6,No,Yes,11,Yes,43.1249,-79.8021
584636.9391,4790946.7207,139,CIBC Bank Dundas,83 King St W,Private ,1,Other,4,No,Yes,13,Yes,,
585239.4829,4790813.2037,140,McDonalds,10 Cootes Dr,Private,1,Multi-Ring,10,No,Yes,13,Yes,43.26531,-79.9497
590055.9951,4789886.9018,141,Steel City Surplus,182 Dundurn Street South,Private,1,Multi-Ring,6,No,Yes,1,Yes,,
589708.0348,4791712.767,142,Princess Point,Princess Point,Private ,1,Multi-Ring,8,No,Yes,1,Yes,43.27289,-79.8945
589870.1261,4789279.0562,143,Apartment,Aberdeen @ Dundurn,Private ,1,Multi-Ring,4,Yes,Yes,1,Yes,43.25096,-79.8929
590106.6385,4790307.3807,144,Store: Mcdonalds,Strathcona,Private,1,Multi-Ring,4,No,Yes,1,Yes,43.26018,-79.8898
590099.7949,4790326.1984,145,Store: McDonalds,Dundurn Plaza,Private ,1,Multi-Ring,8,No,Yes,1,Yes,43.26036,-79.8899
590150.1718,4790446.342,146,Fortinoes,Strathcona,Private,1,Multi-Ring,10,No,Yes,1,Yes,43.26142,-79.8893
584863.3032,4790887.6478,147,Grafton Square,"2 King Street West, Dundas",ROW,1,Hammer Hoop,8,No,Yes,13,Yes,43.26601,-79.9545
